Comunio_Name;LI_Name;LI_Link;LastName;Ambiguous
da Costa;Danny da Costa;https://www.ligainsider.de/danny-da-costa_650/;costa;0
van den Berg;Rav van den Berg;https://www.ligainsider.de/rav-van-den-berg_38630/;berg;0
Özcan;;;ozcan;0
Özkacar;;;ozkacar;0
Öztunali;;;oztunali;0
Ćatović;;;catovic;0
Černý;;;cerny;0
Čolina;;;colina;0
Čović;Patrice Čović;https://www.ligainsider.de/patrice-covic_38219/;covic;0
Čvančara;;;cvancara;0
Đurić;;;đuric;0
İnanoğlu;;;inanoglu;0
Łubik;;;lubik;0
Šeško;;;sesko;0
